"id";"cust_type";"first_name";"last_name";"ssn";"gender";"dob";"pref_market";"pref_share"
4146;"Active";"Quinoes";"Milford";"123-99-7479";"M";1936-07-27;"Y";"Y"
4147;"Active";"Delozier";"Hailey";"123-99-7479";"M";1995-02-01;"Y";"Y"
4148;"Closed";"Lucien";"Comacho";"123-99-7479";"M";1943-06-25;"Y";"Y"
4149;"Closed";"Vernell";"Koran";"123-99-7479";"M";;"Y";"Y"
4150;"Prospect";"Ruyle";"Niesha";"123-99-7479";"M";;"Y";"Y"
4151;"Active";"Craddieth";"Lara";"123-99-7479";"M";1970-12-13;"Y";"Y"
4152;"Active";"Massena";"Shakita";"123-99-7479";"M";1975-04-24;"Y";"Y"
4153;"Active";"William";"Wanschek";"123-99-7479";"M";1934-07-23;"Y";"Y"
4154;"Active";"Simone";"Robbins";"123-99-7479";"M";1975-04-03;"Y";"Y"
4155;"Active";"Glynis";"Florestal";"123-99-7479";"M";1981-06-26;"Y";"Y"
4156;"Active";"Betz";"Modesto";"123-99-7479";"M";;"Y";"Y"
4157;"Active";"Maruffo";"Earle";"123-99-7479";"M";1960-02-07;"Y";"Y"
4158;"Active";"Smyser";"Sherwood";"123-99-7479";"M";1939-07-24;"Y";"Y"
4159;"Active";"Dickhoff";"Branda";"123-99-7479";"M";1957-02-07;"Y";"Y"
4160;"Active";"Guebara";"Iona";"123-99-7479";"M";;"Y";"Y"
4161;"Active";"Kelsey";"Rehling";"123-99-7479";"M";;"Y";"Y"
4162;"Active";"McCahan";"Iluminada";"123-99-7479";"M";;"Y";"Y"
4163;"Active";"Schoch";"Kirk";"123-99-7479";"M";1943-07-29;"Y";"Y"
4164;"Active";"Katherin";"Charfauros";"123-99-7479";"M";;"Y";"Y"
4165;"Active";"Dana";"Harian";"123-99-7479";"F";;"Y";"Y"
4166;"Active";"Ralph";"Akawanzie";"123-99-7479";"M";;"Y";"Y"
4167;"Active";"Altobello";"Claribel";"123-99-7479";"M";1989-02-04;"Y";"Y"
4168;"Active";"Badal";"Dee";"123-99-7479";"M";1946-12-19;"Y";"Y"
4169;"Active";"Havis";"Brigitte";"123-99-7479";"M";1952-02-11;"Y";"Y"
4170;"Active";"Elko";"Ciera";"123-99-7479";"M";;"Y";"Y"
4171;"Active";"Bottini";"Sharonda";"123-99-7479";"M";1978-07-20;"Y";"Y"
4172;"Active";"Mellgren";"Earleen";"123-99-7479";"M";2006-09-13;"Y";"Y"
4173;"Active";"Nish";"Mozell";"123-99-7479";"M";1997-07-24;"Y";"Y"
4174;"Prospect";"Deang";"Juliana";"123-99-7479";"M";2005-04-08;"Y";"Y"
4175;"Prospect";"Shizue";"Keleher";"123-99-7479";"M";1971-12-18;"Y";"Y"
4176;"Active";"Kallas";"Earlene";"123-99-7479";"M";1958-01-24;"Y";"Y"
4177;"Active";"Marander";"Hilaria";"123-99-7479";"M";;"Y";"Y"
4178;"Active";"Dimucci";"Bryce";"123-99-7479";"M";1935-08-07;"Y";"Y"
4179;"Active";"Joselyn";"Biles";"123-99-7479";"M";;"Y";"Y"
4180;"Active";"Ybarro";"Suzie";"123-99-7479";"M";1972-08-22;"Y";"Y"
4181;"Active";"Tamiko";"Prins";"123-99-7479";"M";1992-07-18;"Y";"Y"
4182;"Active";"Tenpas";"Chassidy";"123-99-7479";"M";1997-07-19;"Y";"Y"
4183;"Active";"Villar";"Greta";"123-99-7479";"M";1936-05-09;"Y";"Y"
4184;"Prospect";"Balich";"Queenie";"123-99-7479";"M";1943-03-19;"Y";"Y"
4185;"Active";"Shird";"Merilyn";"123-99-7479";"M";1989-02-13;"Y";"Y"
4186;"Active";"Elias";"Dereu";"123-99-7479";"M";1969-05-30;"Y";"Y"
4187;"Active";"Emmert";"Denese";"123-99-7479";"M";1977-02-13;"Y";"Y"
4188;"Active";"Lora";"Mangione";"123-99-7479";"M";;"Y";"Y"
4189;"Active";"Evelina";"Dufrain";"123-99-7479";"M";;"Y";"Y"
4190;"Closed";"Kukla";"Caron";"123-99-7479";"M";;"Y";"Y"
4191;"Active";"Tenhoff";"Doloris";"123-99-7479";"M";;"Y";"Y"
4192;"Active";"Cainion";"Bess";"123-99-7479";"M";1947-06-24;"Y";"Y"
4193;"Active";"Bearded";"Talia";"123-99-7479";"M";2003-11-28;"Y";"Y"
4194;"Active";"Thiengtham";"Adalberto";"123-99-7479";"M";1947-12-26;"Y";"Y"
4195;"Active";"Nga";"Hornbuckle";"123-99-7479";"M";1962-04-10;"Y";"Y"
4196;"Active";"Simich";"Sulema";"123-99-7479";"M";1976-04-24;"Y";"Y"
4197;"Closed";"Carley";"Yeargin";"123-99-7479";"M";1945-03-12;"Y";"Y"
4198;"Active";"Raymundo";"Fink";"123-99-7479";"M";;"Y";"Y"
4199;"Active";"Terrilyn";"Pillard";"123-99-7479";"M";1955-05-28;"Y";"Y"
4200;"Active";"Karma";"Daub";"123-99-7479";"M";;"Y";"Y"
4201;"Prospect";"Andria";"Lindstedt";"123-99-7479";"M";1981-11-22;"Y";"Y"
4202;"Active";"Mauricio";"Tapper";"123-99-7479";"M";1999-08-23;"Y";"Y"
4203;"Active";"Katynski";"Darell";"123-99-7479";"M";1975-02-18;"Y";"Y"
4204;"Active";"Curriere";"Arla";"123-99-7479";"M";1994-04-23;"Y";"Y"
4205;"Active";"Regulus";"Adell";"123-99-7479";"M";2006-07-01;"Y";"Y"
4206;"Active";"Oliver";"Mallis";"123-99-7479";"M";1958-03-24;"Y";"Y"
4207;"Active";"Hannah";"Regner";"123-99-7479";"M";1977-04-16;"Y";"Y"
4208;"Active";"Fae";"Kwok";"123-99-7479";"M";2000-04-16;"Y";"Y"
4209;"Prospect";"Deuschle";"Kassie";"123-99-7479";"M";;"Y";"Y"
4210;"Active";"Merrill";"Caiafa";"123-99-7479";"M";1973-07-19;"Y";"Y"
4211;"Active";"Eduardo";"Diblase";"123-99-7479";"M";1964-09-29;"Y";"Y"
4212;"Active";"Mohammed";"Droy";"123-99-7479";"M";1984-09-04;"Y";"Y"
4213;"Active";"Dione";"Vanhyning";"123-99-7479";"M";;"Y";"Y"
4214;"Active";"Thornock";"Lenny";"123-99-7479";"M";1961-08-29;"Y";"Y"
4215;"Active";"Manigold";"Rosalind";"123-99-7479";"M";;"Y";"Y"
4216;"Active";"Talia";"Gehm";"123-99-7479";"M";1947-10-29;"Y";"Y"
4217;"Prospect";"Latzke";"Denae";"123-99-7479";"M";1937-06-08;"Y";"Y"
4218;"Active";"Wojenski";"Caprice";"123-99-7479";"M";1961-06-14;"Y";"Y"
4219;"Active";"Gutenberg";"Ashly";"123-99-7479";"M";;"Y";"Y"
4220;"Active";"Jeanine";"Washuk";"123-99-7479";"M";1991-08-08;"Y";"Y"
4221;"Active";"Retta";"Bahrs";"123-99-7479";"M";1945-06-15;"Y";"Y"
4222;"Closed";"Wittler";"Shelba";"123-99-7479";"M";1995-03-10;"Y";"Y"
4223;"Prospect";"Highfill";"Roseline";"123-99-7479";"M";;"Y";"Y"
4224;"Active";"Wehausen";"Shalon";"123-99-7479";"M";1962-07-28;"Y";"Y"
4225;"Prospect";"Leverance";"Shanon";"123-99-7479";"M";1996-11-10;"Y";"Y"
4226;"Active";"Gardella";"Ingrid";"123-99-7479";"M";;"Y";"Y"
4227;"Prospect";"Malachowski";"Cynthia";"123-99-7479";"F";1950-04-06;"Y";"Y"
4228;"Active";"Suzanne";"Nassimi";"123-99-7479";"F";1960-02-26;"Y";"Y"
4229;"Closed";"Thelmon";"Kittie";"123-99-7479";"M";1942-12-19;"Y";"Y"
4230;"Active";"Sochocki";"Ila";"123-99-7479";"M";1944-02-23;"Y";"Y"
4231;"Active";"Charissa";"Bowie";"123-99-7479";"M";2002-05-31;"Y";"Y"
4232;"Active";"Hamalak";"Oralia";"123-99-7479";"M";1974-05-01;"Y";"Y"
4233;"Active";"Hang";"Siller";"123-99-7479";"M";1961-01-09;"Y";"Y"
4234;"Prospect";"Essler";"Wesley";"123-99-7479";"M";;"Y";"Y"
4235;"Prospect";"Lizette";"Scocca";"123-99-7479";"M";;"Y";"Y"
4236;"Active";"Billie";"Quilliam";"123-99-7479";"F";1998-05-14;"Y";"Y"
4237;"Closed";"Sullenberger";"Edyth";"123-99-7479";"M";1934-02-13;"Y";"Y"
4238;"Active";"Valentin";"Derise";"123-99-7479";"M";1974-04-29;"Y";"Y"
4239;"Active";"Picerni";"Mao";"123-99-7479";"M";;"Y";"Y"
4240;"Prospect";"Karnish";"Janene";"123-99-7479";"M";1985-02-22;"Y";"Y"
4241;"Active";"Katia";"Noser";"123-99-7479";"M";1936-05-24;"Y";"Y"
4242;"Closed";"Elli";"Vanvranken";"123-99-7479";"M";2001-04-22;"Y";"Y"
4243;"Active";"Dun";"Andrew";"123-99-7479";"M";2006-12-15;"Y";"Y"
4244;"Active";"Grafe";"Dawn";"123-99-7479";"F";1987-07-15;"Y";"Y"
4245;"Active";"Freida";"Ososkie";"123-99-7479";"M";1987-06-30;"Y";"Y"
4246;"Active";"Earnest";"Gamotan";"123-99-7479";"M";1967-06-08;"Y";"Y"
4247;"Active";"Deremer";"Cherri";"123-99-7479";"M";2006-10-23;"Y";"Y"
4248;"Active";"Kocian";"Lilly";"123-99-7479";"M";1987-10-09;"Y";"Y"
4249;"Active";"Vijayan";"Annetta";"123-99-7479";"M";1970-06-25;"Y";"Y"
4250;"Active";"Gaccione";"Jude";"123-99-7479";"M";1975-01-12;"Y";"Y"
4251;"Prospect";"Loni";"Orona";"123-99-7479";"M";;"Y";"Y"
4252;"Active";"Urse";"Aura";"123-99-7479";"M";;"Y";"Y"
4253;"Active";"Nina";"Melusky";"123-99-7479";"F";1957-10-07;"Y";"Y"
4254;"Prospect";"SYSTEM";"MIGRATION";"123-99-7479";"M";;"Y";"Y"
4255;"Active";"Abatiell";"Avril";"123-99-7479";"M";1939-05-29;"Y";"Y"
4256;"Active";"Altrogge";"Maxine";"123-99-7479";"F";1988-04-05;"Y";"Y"
4257;"Prospect";"Carletta";"Kazanowski";"123-99-7479";"M";1944-03-23;"Y";"Y"
4258;"Active";"Jami";"Carraway";"123-99-7479";"M";;"Y";"Y"
4259;"Active";"Louis";"Folk";"123-99-7479";"M";1990-11-11;"Y";"Y"
4260;"Active";"Kurtzeborn";"Kathe";"123-99-7479";"M";1958-12-21;"Y";"Y"
4261;"Prospect";"Strimple";"Tayna";"123-99-7479";"M";1935-09-29;"Y";"Y"
4262;"Active";"Celenza";"Viviana";"123-99-7479";"M";1936-08-31;"Y";"Y"
4263;"Active";"Filomena";"Gullett";"123-99-7479";"M";;"Y";"Y"
4264;"Active";"Sumiko";"Szigethy";"123-99-7479";"M";1984-03-08;"Y";"Y"
4265;"Active";"Risa";"Branstetter";"123-99-7479";"M";1989-08-19;"Y";"Y"
4266;"Prospect";"Hisako";"Abbruzzese";"123-99-7479";"M";1954-04-05;"Y";"Y"
4267;"Prospect";"Cathie";"Littlepage";"123-99-7479";"M";;"Y";"Y"
4268;"Active";"Ulrick";"Otilia";"123-99-7479";"M";2005-06-21;"Y";"Y"
4269;"Active";"Iverson";"Donita";"123-99-7479";"M";1971-11-04;"Y";"Y"
4270;"Active";"Alfred";"Grudt";"123-99-7479";"M";1933-05-05;"Y";"Y"
4271;"Closed";"Antonopoulos";"Lindsey";"123-99-7479";"M";1960-07-03;"Y";"Y"
4272;"Active";"Respress";"Marcelo";"123-99-7479";"M";;"Y";"Y"
4273;"Active";"Maren";"Makekau";"123-99-7479";"M";1968-10-24;"Y";"Y"
4274;"Active";"Viva";"Deerdoff";"123-99-7479";"M";2006-03-12;"Y";"Y"
4275;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1993-01-27;"Y";"Y"
4276;"Active";"Crista";"McClanahan";"123-99-7479";"M";1944-03-29;"Y";"Y"
4277;"Active";"Schrupp";"Mozelle";"123-99-7479";"M";1991-11-23;"Y";"Y"
4278;"Prospect";"Lorna";"Rohrback";"123-99-7479";"M";1985-08-09;"Y";"Y"
4279;"Active";"Sprandel";"Adelaida";"123-99-7479";"M";;"Y";"Y"
4280;"Closed";"Laurice";"Weimann";"123-99-7479";"M";1934-01-24;"Y";"Y"
4281;"Active";"Emilia";"Sprau";"123-99-7479";"M";1998-12-02;"Y";"Y"
4282;"Prospect";"Karri";"Amejorado";"123-99-7479";"M";;"Y";"Y"
4283;"Closed";"SYSTEM";"MIGRATION";"123-99-7479";"M";1994-08-02;"Y";"Y"
4284;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1958-12-22;"Y";"Y"
4285;"Active";"McWard";"Jerrold";"123-99-7479";"M";1988-11-14;"Y";"Y"
4286;"Active";"Wiesen";"Mellisa";"123-99-7479";"M";;"Y";"Y"
4287;"Active";"Cokely";"Colton";"123-99-7479";"M";;"Y";"Y"
4288;"Active";"Benck";"Dustin";"123-99-7479";"M";1960-11-21;"Y";"Y"
4289;"Active";"Shumiloff";"Colene";"123-99-7479";"M";1988-05-23;"Y";"Y"
4290;"Prospect";"Sharmaine";"Wilkes";"123-99-7479";"M";1961-02-16;"Y";"Y"
4291;"Active";"Hornby";"Mei";"123-99-7479";"M";1996-10-14;"Y";"Y"
4292;"Active";"Lazaga";"Deshawn";"123-99-7479";"M";;"Y";"Y"
4293;"Active";"Parde";"Mirta";"123-99-7479";"M";1976-04-19;"Y";"Y"
4294;"Active";"Manual";"Possinger";"123-99-7479";"M";1968-04-27;"Y";"Y"
4295;"Active";"Tia";"Mancha";"123-99-7479";"M";1944-09-21;"Y";"Y"
4296;"Active";"Londner";"Sol";"123-99-7479";"M";2004-08-29;"Y";"Y"
4297;"Closed";"Commodore";"Helen";"123-99-7479";"F";2000-10-31;"Y";"Y"
4298;"Closed";"Amee";"Sider";"123-99-7479";"M";1942-11-29;"Y";"Y"
4299;"Active";"Balsamo";"Mitzi";"123-99-7479";"M";1984-09-28;"Y";"Y"
4300;"Active";"Huminski";"Angelika";"123-99-7479";"M";1936-05-26;"Y";"Y"
4301;"Active";"Yolonda";"Bilbao";"123-99-7479";"M";1972-02-21;"Y";"Y"
4302;"Closed";"Carillo";"Yukiko";"123-99-7479";"M";1952-10-17;"Y";"Y"
4303;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";2002-04-25;"Y";"Y"
4304;"Prospect";"Arla";"Debrie";"123-99-7479";"M";1985-05-27;"Y";"Y"
4305;"Active";"Lashaunda";"Kouyate";"123-99-7479";"M";1957-07-29;"Y";"Y"
4306;"Active";"Denise";"Meece";"123-99-7479";"F";;"Y";"Y"
4307;"Active";"Janise";"Loeffel";"123-99-7479";"M";1998-10-11;"Y";"Y"
4308;"Active";"Vinyard";"Lanette";"123-99-7479";"M";1957-10-20;"Y";"Y"
4309;"Prospect";"Kreutzbender";"Cortney";"123-99-7479";"M";;"Y";"Y"
4310;"Closed";"Mottram";"Alycia";"123-99-7479";"M";;"Y";"Y"
4311;"Active";"Basford";"Joleen";"123-99-7479";"M";;"Y";"Y"
4312;"Active";"Housley";"Lydia";"123-99-7479";"F";1949-03-12;"Y";"Y"
4313;"Active";"Bearman";"Dara";"123-99-7479";"M";;"Y";"Y"
4314;"Prospect";"Stahley";"Caridad";"123-99-7479";"M";;"Y";"Y"
4315;"Closed";"Madaline";"Hila";"123-99-7479";"M";2000-04-08;"Y";"Y"
4316;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";2001-11-23;"Y";"Y"
4317;"Active";"Trotter";"Emerita";"123-99-7479";"M";1962-08-02;"Y";"Y"
4318;"Active";"Marrapese";"Henrietta";"123-99-7479";"M";1970-04-09;"Y";"Y"
4319;"Prospect";"Reichenback";"Kellye";"123-99-7479";"M";1978-02-08;"Y";"Y"
4320;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";2005-11-26;"Y";"Y"
4321;"Closed";"Tess";"Alsobrook";"123-99-7479";"M";1964-03-07;"Y";"Y"
4322;"Active";"Crofts";"Iesha";"123-99-7479";"M";1967-03-28;"Y";"Y"
4323;"Prospect";"Leda";"Beerbohm";"123-99-7479";"M";;"Y";"Y"
4324;"Closed";"Sevier";"Joellen";"123-99-7479";"M";2006-05-06;"Y";"Y"
4325;"Active";"Sarai";"Neuenschwande";"123-99-7479";"M";;"Y";"Y"
4326;"Closed";"Celso";"Claire";"123-99-7479";"F";1954-10-16;"Y";"Y"
4327;"Closed";"Piles";"Cristina";"123-99-7479";"M";1992-05-27;"Y";"Y"
4328;"Active";"Figueiras";"Ivette";"123-99-7479";"M";1971-12-02;"Y";"Y"
4329;"Active";"Menning";"Brinda";"123-99-7479";"M";;"Y";"Y"
4330;"Closed";"Bohlman";"Stephen";"123-99-7479";"M";;"Y";"Y"
4331;"Active";"Ferne";"Badua";"123-99-7479";"M";1946-01-09;"Y";"Y"
4332;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1971-06-17;"Y";"Y"
4333;"Prospect";"Joellen";"Hibshman";"123-99-7479";"M";1988-06-02;"Y";"Y"
4334;"Active";"Kimbral";"Stasia";"123-99-7479";"M";;"Y";"Y"
4335;"Active";"Hugron";"Kyra";"123-99-7479";"M";1980-11-25;"Y";"Y"
4336;"Active";"Marget";"Grayson";"123-99-7479";"M";1947-06-27;"Y";"Y"
4337;"Active";"Rhiannon";"Riexinger";"123-99-7479";"M";1956-07-30;"Y";"Y"
4338;"Prospect";"Sanda";"Stay";"123-99-7479";"M";1995-07-24;"Y";"Y"
4339;"Prospect";"Bieniek";"Marinda";"123-99-7479";"M";1994-11-06;"Y";"Y"
4340;"Active";"Antonio";"Gammill";"123-99-7479";"M";;"Y";"Y"
4341;"Active";"Debora";"Meeker";"123-99-7479";"M";1999-11-27;"Y";"Y"
4342;"Active";"Molash";"Darwin";"123-99-7479";"M";2002-03-02;"Y";"Y"
4343;"Active";"Rausch";"Traci";"123-99-7479";"M";1997-05-10;"Y";"Y"
4344;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1954-09-21;"Y";"Y"
4345;"Active";"Starkey";"Nicol";"123-99-7479";"M";;"Y";"Y"
4346;"Active";"Junie";"Langner";"123-99-7479";"M";1970-03-02;"Y";"Y"
4347;"Prospect";"Brunsting";"Mallie";"123-99-7479";"M";;"Y";"Y"
4348;"Active";"Fairbanks";"Tania";"123-99-7479";"M";;"Y";"Y"
4349;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1956-09-25;"Y";"Y"
4350;"Prospect";"Eleanora";"Stretch";"123-99-7479";"M";1958-12-28;"Y";"Y"
4351;"Active";"Cecila";"Jubeh";"123-99-7479";"M";1968-04-25;"Y";"Y"
4352;"Active";"Francesca";"Flinchbaugh";"123-99-7479";"M";2003-11-05;"Y";"Y"
4353;"Active";"Lamonda";"Carlotta";"123-99-7479";"M";1978-12-14;"Y";"Y"
4354;"Active";"Benedict";"Struyk";"123-99-7479";"M";1991-10-13;"Y";"Y"
4355;"Active";"Cestone";"Elke";"123-99-7479";"M";2004-01-09;"Y";"Y"
4356;"Active";"Derfler";"Micki";"123-99-7479";"M";1953-03-26;"Y";"Y"
4357;"Active";"Giovanni";"Frederico";"123-99-7479";"M";;"Y";"Y"
4358;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1970-09-01;"Y";"Y"
4359;"Active";"Lavenia";"Bosarge";"123-99-7479";"M";;"Y";"Y"
4360;"Active";"Carina";"Thaler";"123-99-7479";"M";1995-06-08;"Y";"Y"
4361;"Active";"Schnabel";"Manual";"123-99-7479";"M";1979-11-15;"Y";"Y"
4362;"Active";"Ferlic";"Ronna";"123-99-7479";"M";1943-09-05;"Y";"Y"
4363;"Active";"Faulisi";"Dennise";"123-99-7479";"M";;"Y";"Y"
4364;"Active";"Collen";"Deprince";"123-99-7479";"M";1984-09-04;"Y";"Y"
4365;"Prospect";"Renea";"Delagol";"123-99-7479";"M";1969-07-09;"Y";"Y"
4366;"Active";"Shawana";"Hammerlund";"123-99-7479";"M";1955-05-05;"Y";"Y"
4367;"Active";"Georgetta";"Preslar";"123-99-7479";"M";;"Y";"Y"
4368;"Active";"Jodi";"Gularte";"123-99-7479";"M";1992-04-24;"Y";"Y"
4369;"Active";"Tamie";"Shurtliff";"123-99-7479";"M";1938-02-05;"Y";"Y"
4370;"Active";"Kera";"Helman";"123-99-7479";"M";1941-12-18;"Y";"Y"
4371;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";;"Y";"Y"
4372;"Active";"Konderla";"Sidney";"123-99-7479";"M";1978-11-10;"Y";"Y"
4373;"Closed";"Mangubat";"Denese";"123-99-7479";"M";;"Y";"Y"
4374;"Active";"Mackler";"Isaias";"123-99-7479";"M";;"Y";"Y"
4375;"Prospect";"Willene";"Huddy";"123-99-7479";"M";1988-11-30;"Y";"Y"
4376;"Active";"Beukelman";"Cecilia";"123-99-7479";"M";1983-10-06;"Y";"Y"
4377;"Active";"Cobarrubias";"Valeria";"123-99-7479";"M";2005-03-01;"Y";"Y"
4378;"Active";"Bishopp";"Beula";"123-99-7479";"M";;"Y";"Y"
4379;"Closed";"Terri";"Fasel";"123-99-7479";"F";;"Y";"Y"
4380;"Closed";"Vegter";"Elaine";"123-99-7479";"F";2005-12-26;"Y";"Y"
4381;"Closed";"Oms";"Don";"123-99-7479";"M";;"Y";"Y"
4382;"Active";"Brianna";"Tritsch";"123-99-7479";"M";1986-03-11;"Y";"Y"
4383;"Active";"Kahrs";"Daryl";"123-99-7479";"M";;"Y";"Y"
4384;"Active";"Frangione";"Wynona";"123-99-7479";"M";1997-12-15;"Y";"Y"
4385;"Active";"Kimber";"Liebross";"123-99-7479";"M";1937-03-07;"Y";"Y"
4386;"Active";"Goral";"Ewa";"123-99-7479";"M";2005-09-26;"Y";"Y"
4387;"Active";"Marchelle";"Harmening";"123-99-7479";"M";1985-08-19;"Y";"Y"
4388;"Active";"Cauthorne";"Ela";"123-99-7479";"M";1960-11-06;"Y";"Y"
4389;"Active";"Foo";"Sheryl";"123-99-7479";"M";1984-11-01;"Y";"Y"
4390;"Active";"Jann";"Pye";"123-99-7479";"M";1946-03-03;"Y";"Y"
4391;"Active";"Dale";"Kutsch";"123-99-7479";"M";;"Y";"Y"
4392;"Active";"Gerland";"Jacqualine";"123-99-7479";"M";1957-03-07;"Y";"Y"
4393;"Active";"Seevers";"Janean";"123-99-7479";"M";2005-04-17;"Y";"Y"
4394;"Active";"Robin";"Kolthoff";"123-99-7479";"F";2000-06-18;"Y";"Y"
4395;"Active";"Arnot";"Nena";"123-99-7479";"M";;"Y";"Y"
4396;"Active";"Klumpp";"Sherrill";"123-99-7479";"M";1970-06-02;"Y";"Y"
4397;"Active";"Alexia";"Leonberger";"123-99-7479";"M";;"Y";"Y"
4398;"Closed";"Efrain";"Lossa";"123-99-7479";"M";;"Y";"Y"
4399;"Active";"Britteny";"Margotta";"123-99-7479";"M";2003-01-09;"Y";"Y"
4400;"Active";"Sarnes";"Maddie";"123-99-7479";"M";1950-05-28;"Y";"Y"
4401;"Active";"Brunken";"Roberto";"123-99-7479";"M";1997-05-07;"Y";"Y"
4402;"Active";"Greenan";"Lael";"123-99-7479";"M";;"Y";"Y"
4403;"Prospect";"Harvey";"Ebbesen";"123-99-7479";"M";;"Y";"Y"
4404;"Active";"Pribbeno";"Roxane";"123-99-7479";"M";1988-11-23;"Y";"Y"
4405;"Prospect";"Virgin";"Guy";"123-99-7479";"M";;"Y";"Y"
4406;"Active";"Wilhemina";"Byard";"123-99-7479";"M";1935-07-12;"Y";"Y"
4407;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";;"Y";"Y"
4408;"Prospect";"Cheryl";"Paswaters";"123-99-7479";"F";;"Y";"Y"
4409;"Prospect";"Melia";"Kloiber";"123-99-7479";"M";1983-05-10;"Y";"Y"
4410;"Active";"Slowik";"Bennie";"123-99-7479";"M";1951-09-12;"Y";"Y"
4411;"Active";"Argelia";"Tullos";"123-99-7479";"M";1974-03-22;"Y";"Y"
4412;"Closed";"Roy";"Zabriskie";"123-99-7479";"M";1955-06-15;"Y";"Y"
4413;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";2002-06-21;"Y";"Y"
4414;"Active";"Brassfield";"Carma";"123-99-7479";"M";;"Y";"Y"
4415;"Active";"Polinsky";"Lenny";"123-99-7479";"M";1981-07-21;"Y";"Y"
4416;"Prospect";"Vielhauer";"Carman";"123-99-7479";"M";1984-11-09;"Y";"Y"
4417;"Active";"Schoolfield";"Milton";"123-99-7479";"M";;"Y";"Y"
4418;"Active";"Avery";"Piggott";"123-99-7479";"M";1968-09-28;"Y";"Y"
4419;"Active";"Vanorden";"Taren";"123-99-7479";"M";1946-05-04;"Y";"Y"
4420;"Active";"Vanda";"Lied";"123-99-7479";"M";1966-06-17;"Y";"Y"
4421;"Active";"Okula";"Debbra";"123-99-7479";"M";1987-09-13;"Y";"Y"
4422;"Active";"Czerkies";"Garry";"123-99-7479";"M";1993-07-05;"Y";"Y"
4423;"Active";"Stablein";"Glenn";"123-99-7479";"M";1989-12-31;"Y";"Y"
4424;"Active";"Powless";"Rusty";"123-99-7479";"M";1934-01-07;"Y";"Y"
4425;"Active";"Elodia";"Mahomes";"123-99-7479";"M";1985-11-27;"Y";"Y"
4426;"Active";"Korus";"Miesha";"123-99-7479";"M";1935-09-03;"Y";"Y"
4427;"Closed";"Nicky";"Brodbeck";"123-99-7479";"M";;"Y";"Y"
4428;"Active";"Madan";"Danyell";"123-99-7479";"M";;"Y";"Y"
4429;"Active";"Misty";"Anderlik";"123-99-7479";"F";1959-09-05;"Y";"Y"
4430;"Active";"Snipe";"Bethany";"123-99-7479";"M";1956-09-17;"Y";"Y"
4431;"Active";"Rathmann";"Willie";"123-99-7479";"M";1947-05-11;"Y";"Y"
4432;"Prospect";"Myron";"Hussian";"123-99-7479";"M";1955-04-24;"Y";"Y"
4433;"Active";"Bartoszek";"Catherine";"123-99-7479";"F";2001-12-07;"Y";"Y"
4434;"Active";"Shanice";"Krise";"123-99-7479";"M";1966-05-30;"Y";"Y"
4435;"Active";"Carrozza";"See";"123-99-7479";"M";2002-01-08;"Y";"Y"
4436;"Active";"Heupel";"Verlene";"123-99-7479";"M";1956-05-19;"Y";"Y"
4437;"Closed";"Claassen";"Izola";"123-99-7479";"M";;"Y";"Y"
4438;"Active";"Kulakowski";"Dante";"123-99-7479";"M";;"Y";"Y"
4439;"Active";"Weld";"Wilhemina";"123-99-7479";"M";;"Y";"Y"
4440;"Active";"Dale";"Placino";"123-99-7479";"M";1952-08-24;"Y";"Y"
4441;"Active";"Lacusky";"Cletus";"123-99-7479";"M";1955-01-01;"Y";"Y"
4442;"Active";"Zofia";"McCory";"123-99-7479";"M";;"Y";"Y"
4443;"Prospect";"Dexter";"Rochlin";"123-99-7479";"M";1945-11-10;"Y";"Y"
4444;"Active";"Krager";"Eleanora";"123-99-7479";"M";1981-12-20;"Y";"Y"
4445;"Active";"Veyna";"Xavier";"123-99-7479";"M";;"Y";"Y"
4446;"Active";"Cray";"Robena";"123-99-7479";"M";;"Y";"Y"
4447;"Active";"Tonia";"Trobaugh";"123-99-7479";"M";;"Y";"Y"
4448;"Closed";"Triano";"Isaac";"123-99-7479";"M";1979-06-29;"Y";"Y"
4449;"Active";"Erline";"Burk";"123-99-7479";"M";1954-02-01;"Y";"Y"
4450;"Prospect";"Steven";"Dronick";"123-99-7479";"M";;"Y";"Y"
4451;"Active";"Flugum";"Chelsea";"123-99-7479";"M";1940-08-03;"Y";"Y"
4452;"Closed";"Jacalyn";"Bourraine";"123-99-7479";"M";1934-03-01;"Y";"Y"
4453;"Active";"Cothran";"Berneice";"123-99-7479";"M";1948-06-05;"Y";"Y"
4454;"Prospect";"Brent";"Militano";"123-99-7479";"M";;"Y";"Y"
4455;"Closed";"Quinter";"Stacia";"123-99-7479";"M";;"Y";"Y"
